osm_id,code,fclass,name,type
"1189149718",1500,building,,
"1189149719",1500,building,,
"1189149720",1500,building,,
"1189149721",1500,building,,
"1189149730",1500,building,,
"1189149731",1500,building,,
"1189149732",1500,building,,
"1189149733",1500,building,,
"1189149734",1500,building,,
"1189149735",1500,building,,
"1189149736",1500,building,,
"1189149737",1500,building,,
"1189149738",1500,building,,
"1189149739",1500,building,,
"1189149740",1500,building,,
"1189150929",1500,building,,
"1189234307",1500,building,,
"1189234314",1500,building,,
"1189234315",1500,building,,
"1189234316",1500,building,,
"1189234317",1500,building,,
"1189239123",1500,building,,
"1189239124",1500,building,,
"1189239125",1500,building,,
"1189239126",1500,building,,
"1189239127",1500,building,,
"1189239128",1500,building,,
"1189239129",1500,building,,
"1189239130",1500,building,,
"1189239131",1500,building,,
"1189239132",1500,building,,
"1189239133",1500,building,,
"1189239134",1500,building,,
"1189239135",1500,building,,
"1189239136",1500,building,,
"1189239137",1500,building,,
"1189239138",1500,building,,
"1189239139",1500,building,,
"1189239140",1500,building,,
"1189239142",1500,building,,
"1189239143",1500,building,,
"1189239144",1500,building,,
"1189239145",1500,building,,
"1189239146",1500,building,,
"1189239147",1500,building,,
"1189239148",1500,building,,
"1189239156",1500,building,,
"1189239158",1500,building,,
"1189239159",1500,building,,
"1189239160",1500,building,,
"1189239161",1500,building,,
"1189239165",1500,building,,
"1189239166",1500,building,,
"1189239202",1500,building,,
"1189239203",1500,building,,
"1189239204",1500,building,,
"1189239205",1500,building,,
"1189239206",1500,building,,
"1189239207",1500,building,,
"1189239208",1500,building,,
"1189239209",1500,building,,
"1189239210",1500,building,,
"1189239211",1500,building,,
"1189239212",1500,building,,
"1189239213",1500,building,,
"1189239214",1500,building,,
"1189239215",1500,building,,
"1189239216",1500,building,,
"1189240101",1500,building,,
"1189240102",1500,building,,
"1189240110",1500,building,,
"1189243971",1500,building,,
"1189243972",1500,building,,
"1189243973",1500,building,,
"1189243974",1500,building,,
"1189243975",1500,building,,
"1189243976",1500,building,,
"1189243977",1500,building,,
